CustomerID,ActualLabel,ActualLabel_Text,PredictedProbability,PredictedLabel,PredictedLabel_Text,ChurnRisk,OrderValue,NumItems,NumUniqueProducts,BasketRepeatScore,BestProductRepeatScore,Month,MonthName,DaysFromStart,DayOfWeek,IsWeekend,IsBusinessHours,Country,CountryRepeatRate,MonthRepeatRate,AvgItemPrice,OrderValuePercentile,NumItemsPercentile,TimePeriod,ProductQuality,RiskCategory,OrderValueCategory,PredictionCorrect,PredictionType
13800,0,One-time Buyer,0.6162441,1,Repeat Buyer,0.38375592,558.32,33,33,0.7115,0.9,2,February,64,5,0,1,United Kingdom,0.6548,0.7711,2.55,82.31,77.63,Feb-Mar,High,Medium Risk,Large ($400-$800),False,False Positive
13801,0,One-time Buyer,0.2529997,0,One-time Buyer,0.74700034,324.8,23,23,0.6291,0.791,10,October,307,3,0,1,United Kingdom,0.6548,0.3464,3.95,58.2,62.49,Aug-Sep,Medium,High Risk,Medium ($200-$400),True,Correct
13802,1,Repeat Buyer,0.63352245,1,Repeat Buyer,0.36647755,969.74,20,20,0.7114,0.8636,2,February,62,3,0,1,United Kingdom,0.6548,0.7711,2.02,93.54,55.8,Feb-Mar,High,Medium Risk,Very Large (>$800),True,Correct
13803,0,One-time Buyer,0.8002754,1,Repeat Buyer,0.19972461,277.07,17,17,0.7204,0.8916,3,March,118,3,0,1,United Kingdom,0.6548,0.7212,2.92,45.56,48.28,Feb-Mar,High,Low Risk,Medium ($200-$400),False,False Positive
13804,1,Repeat Buyer,0.773362,1,Repeat Buyer,0.22663802,723.63,41,41,0.7181,0.875,2,February,84,4,0,1,United Kingdom,0.6548,0.7711,3.58,88.43,83.68,Feb-Mar,High,Low Risk,Large ($400-$800),True,Correct
13805,1,Repeat Buyer,0.54575676,1,Repeat Buyer,0.45424324,500.24,6,6,0.6795,0.8125,8,August,244,3,0,1,United Kingdom,0.6548,0.5444,0.78,79.06,14.43,Aug-Sep,Medium,Medium Risk,Large ($400-$800),True,Correct
13806,0,One-time Buyer,0.20399725,0,One-time Buyer,0.79600275,256.38,10,10,0.608,0.7419,10,October,310,6,0,1,United Kingdom,0.6548,0.3464,5.23,42.77,26.47,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),True,Correct
13807,0,One-time Buyer,0.523423,1,Repeat Buyer,0.47657698,112.6,7,7,0.6745,0.7442,12,December,6,3,0,1,United Kingdom,0.6548,0.8369,5.15,11.0,17.32,Dec-Jan,Medium,Medium Risk,Small (<$200),False,False Positive
13808,1,Repeat Buyer,0.21138576,0,One-time Buyer,0.7886143,573.46,27,27,0.5491,0.75,9,September,277,1,1,1,United Kingdom,0.6548,0.4749,4.37,82.91,69.29,Aug-Sep,Low,Very High Risk,Large ($400-$800),False,False Negative
13809,0,One-time Buyer,0.3745539,0,One-time Buyer,0.6254461,155.05,12,11,0.6822,0.8125,2,February,68,2,0,1,Cyprus,0.5714,0.7711,7.11,21.47,32.9,Feb-Mar,High,High Risk,Small (<$200),True,Correct
13810,1,Repeat Buyer,0.71991867,1,Repeat Buyer,0.28008133,653.5,20,20,0.7191,0.8696,10,October,317,6,0,1,Germany,0.7234,0.3464,4.63,86.19,55.8,Aug-Sep,High,Medium Risk,Large ($400-$800),True,Correct
13811,1,Repeat Buyer,0.32667965,0,One-time Buyer,0.67332035,258.75,6,6,0.6768,0.7451,4,April,134,5,0,0,Germany,0.7234,0.6667,9.88,43.05,14.43,Apr-May,Medium,High Risk,Medium ($200-$400),False,False Negative
13812,1,Repeat Buyer,0.3245279,0,One-time Buyer,0.67547214,278.74,20,20,0.6409,0.7778,8,August,268,6,0,1,Germany,0.7234,0.5444,2.74,45.93,55.8,Aug-Sep,Medium,High Risk,Medium ($200-$400),False,False Negative
13813,1,Repeat Buyer,0.9723716,1,Repeat Buyer,0.027628422,385.14,17,17,0.6816,1.0,7,July,239,5,0,1,Germany,0.7234,0.6011,4.31,68.13,48.28,Jun-Jul,High,Low Risk,Medium ($200-$400),True,Correct
13814,1,Repeat Buyer,0.8337598,1,Repeat Buyer,0.16624022,617.54,31,31,0.7175,0.878,7,July,236,2,0,1,Germany,0.7234,0.6011,3.64,84.9,75.44,Jun-Jul,High,Low Risk,Large ($400-$800),True,Correct
13815,1,Repeat Buyer,0.9812229,1,Repeat Buyer,0.018777072,1012.01,53,53,0.7595,1.0,1,January,55,3,0,1,Germany,0.7234,0.8153,2.16,94.12,89.92,Dec-Jan,Very High,Low Risk,Very Large (>$800),True,Correct
13816,1,Repeat Buyer,0.468758,0,One-time Buyer,0.531242,371.69,17,17,0.6869,0.8098,10,October,309,5,0,1,Germany,0.7234,0.3464,5.15,66.13,48.28,Aug-Sep,High,High Risk,Medium ($200-$400),False,False Negative
13817,1,Repeat Buyer,0.5872829,1,Repeat Buyer,0.4127171,128.7,9,9,0.6891,0.7647,12,December,22,5,0,1,Germany,0.7234,0.8369,3.69,15.52,23.31,Dec-Jan,High,Medium Risk,Small (<$200),True,Correct
13819,1,Repeat Buyer,0.7359409,1,Repeat Buyer,0.26405913,408.3,13,13,0.7385,0.8014,1,January,54,2,0,1,United Kingdom,0.6548,0.8153,1.94,70.81,35.79,Dec-Jan,High,Medium Risk,Large ($400-$800),True,Correct
13821,1,Repeat Buyer,0.8724543,1,Repeat Buyer,0.12754571,270.15,42,42,0.7411,0.9,3,March,112,4,0,1,United Kingdom,0.6548,0.7212,3.19,44.64,84.48,Feb-Mar,High,Low Risk,Medium ($200-$400),True,Correct
13822,1,Repeat Buyer,0.39010954,0,One-time Buyer,0.60989046,468.38,91,90,0.6055,0.8889,10,October,333,1,1,1,United Kingdom,0.6548,0.3464,1.83,76.62,97.9,Aug-Sep,Medium,High Risk,Large ($400-$800),False,False Negative
13823,1,Repeat Buyer,0.7713872,1,Repeat Buyer,0.22861278,650.42,26,26,0.7471,0.8298,9,September,282,6,0,1,United Kingdom,0.6548,0.4749,4.06,86.14,67.6,Aug-Sep,High,Low Risk,Large ($400-$800),True,Correct
13824,1,Repeat Buyer,0.44445345,0,One-time Buyer,0.5555465,442.88,11,11,0.704,0.7978,2,February,63,4,0,1,United Kingdom,0.6548,0.7711,2.15,74.52,29.49,Feb-Mar,High,High Risk,Large ($400-$800),False,False Negative
13826,0,One-time Buyer,0.42495662,0,One-time Buyer,0.5750434,189.5,10,10,0.7175,0.7947,6,June,197,5,0,1,United Kingdom,0.6548,0.6405,5.73,29.58,26.47,Jun-Jul,High,High Risk,Small (<$200),True,Correct
13827,1,Repeat Buyer,0.5746955,1,Repeat Buyer,0.42530447,112.74,28,28,0.6988,0.8462,7,July,230,3,0,1,United Kingdom,0.6548,0.6011,3.88,11.04,70.39,Jun-Jul,High,Medium Risk,Small (<$200),True,Correct
13828,0,One-time Buyer,0.085453406,0,One-time Buyer,0.9145466,209.49,15,15,0.624,0.7978,11,November,351,5,0,1,United Kingdom,0.6548,0.2601,1.9,33.92,41.73,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),True,Correct
13831,1,Repeat Buyer,0.8859633,1,Repeat Buyer,0.11403668,408.0,2,2,0.7304,0.7487,12,December,4,1,1,1,United Kingdom,0.6548,0.8369,2.55,70.72,3.69,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
13832,0,One-time Buyer,0.07981356,0,One-time Buyer,0.92018646,52.2,3,3,0.5542,0.6923,11,November,354,1,1,1,United Kingdom,0.6548,0.2601,2.28,2.49,6.09,Aug-Sep,Low,Very High Risk,Small (<$200),True,Correct
13833,0,One-time Buyer,0.24659072,0,One-time Buyer,0.75340927,384.8,29,28,0.6493,0.7681,7,July,214,1,1,1,United Kingdom,0.6548,0.6011,4.9,68.09,71.94,Jun-Jul,Medium,Very High Risk,Medium ($200-$400),True,Correct
13835,1,Repeat Buyer,0.5024506,1,Repeat Buyer,0.4975494,328.45,21,21,0.7092,0.7812,5,May,158,1,1,1,United Kingdom,0.6548,0.6937,2.73,58.96,58.45,Apr-May,High,Medium Risk,Medium ($200-$400),True,Correct
13837,1,Repeat Buyer,0.8406618,1,Repeat Buyer,0.15933818,113.7,9,8,0.7432,0.9167,1,January,56,4,0,1,United Kingdom,0.6548,0.8153,2.68,11.51,23.31,Dec-Jan,High,Low Risk,Small (<$200),True,Correct
13838,1,Repeat Buyer,0.9718835,1,Repeat Buyer,0.028116524,238.11,52,48,0.7168,1.0,12,December,4,1,1,1,United Kingdom,0.6548,0.8369,3.77,39.64,89.42,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
13841,0,One-time Buyer,0.3232485,0,One-time Buyer,0.6767515,85.0,1,1,0.6667,0.6667,4,April,121,6,0,1,United Kingdom,0.6548,0.6667,0.85,5.53,0.0,Apr-May,Medium,High Risk,Small (<$200),True,Correct
13842,1,Repeat Buyer,0.92063785,1,Repeat Buyer,0.079362154,310.57,20,20,0.7352,0.8182,12,December,7,4,0,1,United Kingdom,0.6548,0.8369,3.28,54.02,55.8,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
13844,0,One-time Buyer,0.08139931,0,One-time Buyer,0.9186007,361.62,20,20,0.618,0.7952,11,November,362,2,0,1,United Kingdom,0.6548,0.2601,2.46,64.86,55.8,Aug-Sep,Medium,Very High Risk,Medium ($200-$400),True,Correct
13845,0,One-time Buyer,0.16870639,0,One-time Buyer,0.8312936,312.98,9,9,0.5373,0.78,10,October,309,5,0,0,United Kingdom,0.6548,0.3464,1.95,55.04,23.31,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
13846,1,Repeat Buyer,0.7330479,1,Repeat Buyer,0.2669521,411.4,28,28,0.6833,0.85,12,December,13,3,0,1,United Kingdom,0.6548,0.8369,2.52,71.18,70.39,Dec-Jan,High,Medium Risk,Large ($400-$800),True,Correct
13848,1,Repeat Buyer,0.9212454,1,Repeat Buyer,0.078754604,320.0,1,1,0.7647,0.7647,12,December,7,4,0,1,United Kingdom,0.6548,0.8369,0.32,57.07,0.0,Dec-Jan,Very High,Low Risk,Medium ($200-$400),True,Correct
13849,1,Repeat Buyer,0.97722137,1,Repeat Buyer,0.02277863,593.58,38,38,0.6926,1.0,6,June,203,4,0,1,United Kingdom,0.6548,0.6405,3.4,83.86,81.19,Jun-Jul,High,Low Risk,Large ($400-$800),True,Correct
13850,0,One-time Buyer,0.378003,0,One-time Buyer,0.621997,1595.48,93,93,0.6214,0.8205,8,August,244,3,0,1,United Kingdom,0.6548,0.5444,2.42,97.58,98.04,Aug-Sep,Medium,High Risk,Very Large (>$800),True,Correct
13851,1,Repeat Buyer,0.7667539,1,Repeat Buyer,0.23324609,246.32,17,17,0.7341,0.8557,2,February,85,5,0,1,United Kingdom,0.6548,0.7711,2.32,41.18,48.28,Feb-Mar,High,Low Risk,Medium ($200-$400),True,Correct
13853,0,One-time Buyer,0.14692,0,One-time Buyer,0.85308003,1090.14,23,23,0.6007,0.7886,10,October,316,5,0,1,United Kingdom,0.6548,0.3464,4.55,95.07,62.49,Aug-Sep,Medium,Very High Risk,Very Large (>$800),True,Correct
13854,1,Repeat Buyer,0.7777717,1,Repeat Buyer,0.22222829,309.4,3,3,0.709,0.7222,12,December,8,5,0,1,United Kingdom,0.6548,0.8369,6.25,53.47,6.09,Dec-Jan,High,Low Risk,Medium ($200-$400),True,Correct
13856,1,Repeat Buyer,0.5190997,1,Repeat Buyer,0.4809003,94.4,7,7,0.7406,0.8053,5,May,170,6,0,1,United Kingdom,0.6548,0.6937,0.92,6.85,17.32,Apr-May,High,Medium Risk,Small (<$200),True,Correct
13858,0,One-time Buyer,0.28447104,0,One-time Buyer,0.71552896,216.17,11,11,0.6281,0.8182,10,October,316,5,0,1,United Kingdom,0.6548,0.3464,4.34,35.39,29.49,Aug-Sep,Medium,High Risk,Medium ($200-$400),True,Correct
13859,0,One-time Buyer,0.5997263,1,Repeat Buyer,0.40027368,201.16,28,27,0.7213,0.8983,1,January,47,2,0,1,United Kingdom,0.6548,0.8153,2.89,31.96,70.39,Dec-Jan,High,Medium Risk,Medium ($200-$400),False,False Positive
13860,1,Repeat Buyer,0.5825457,1,Repeat Buyer,0.4174543,405.88,24,24,0.6689,0.8557,9,September,287,4,0,1,United Kingdom,0.6548,0.4749,3.23,70.51,64.63,Aug-Sep,Medium,Medium Risk,Large ($400-$800),True,Correct
13862,1,Repeat Buyer,0.8908734,1,Repeat Buyer,0.10912663,425.1,27,27,0.7474,0.875,1,January,41,3,0,1,United Kingdom,0.6548,0.8153,1.42,72.63,69.29,Dec-Jan,High,Low Risk,Large ($400-$800),True,Correct
13863,0,One-time Buyer,0.4664676,0,One-time Buyer,0.5335324,305.78,20,20,0.7098,0.8378,4,April,126,4,0,1,United Kingdom,0.6548,0.6667,2.6,51.97,55.8,Apr-May,High,High Risk,Medium ($200-$400),True,Correct
13865,1,Repeat Buyer,0.36839303,0,One-time Buyer,0.63160694,123.3,7,7,0.7007,0.7452,2,February,84,4,0,1,United Kingdom,0.6548,0.7711,5.61,14.3,17.32,Feb-Mar,High,High Risk,Small (<$200),False,False Negative
13866,0,One-time Buyer,0.24030125,0,One-time Buyer,0.75969875,145.67,7,7,0.6494,0.7759,9,September,299,2,0,1,United Kingdom,0.6548,0.4749,3.38,19.37,17.32,Aug-Sep,Medium,Very High Risk,Small (<$200),True,Correct
13867,1,Repeat Buyer,0.3588987,0,One-time Buyer,0.6411013,138.85,8,8,0.7029,0.7687,5,May,155,5,0,1,United Kingdom,0.6548,0.6937,7.04,17.85,20.38,Apr-May,High,High Risk,Small (<$200),False,False Negative
13868,1,Repeat Buyer,0.20435955,0,One-time Buyer,0.79564047,507.54,32,32,0.5627,0.8182,11,November,335,3,0,1,United Kingdom,0.6548,0.2601,1.86,79.34,76.55,Aug-Sep,Low,Very High Risk,Large ($400-$800),False,False Negative
13869,1,Repeat Buyer,0.95392287,1,Repeat Buyer,0.046077132,323.62,21,21,0.7549,0.8933,12,December,16,6,0,1,United Kingdom,0.6548,0.8369,4.17,58.08,58.45,Dec-Jan,Very High,Low Risk,Medium ($200-$400),True,Correct
13870,1,Repeat Buyer,0.95902663,1,Repeat Buyer,0.040973365,544.03,34,34,0.7461,0.9487,2,February,86,6,0,1,United Kingdom,0.6548,0.7711,2.92,81.46,78.3,Feb-Mar,High,Low Risk,Large ($400-$800),True,Correct
13871,1,Repeat Buyer,0.8952547,1,Repeat Buyer,0.10474533,456.05,23,23,0.7237,0.9286,2,February,65,6,0,1,United Kingdom,0.6548,0.7711,3.63,75.72,62.49,Feb-Mar,High,Low Risk,Large ($400-$800),True,Correct
13873,1,Repeat Buyer,0.74375176,1,Repeat Buyer,0.25624824,121.45,7,7,0.7511,0.875,2,February,64,5,0,1,United Kingdom,0.6548,0.7711,5.26,13.74,17.32,Feb-Mar,Very High,Medium Risk,Small (<$200),True,Correct
13874,0,One-time Buyer,0.79517305,1,Repeat Buyer,0.20482695,540.45,18,18,0.7263,0.8077,12,December,15,5,0,0,United Kingdom,0.6548,0.8369,5.51,81.32,50.7,Dec-Jan,High,Low Risk,Large ($400-$800),False,False Positive
13875,1,Repeat Buyer,0.98270214,1,Repeat Buyer,0.017297864,340.65,24,24,0.7433,1.0,2,February,72,6,0,1,United Kingdom,0.6548,0.7711,2.31,61.13,64.63,Feb-Mar,High,Low Risk,Medium ($200-$400),True,Correct
13876,0,One-time Buyer,0.1270901,0,One-time Buyer,0.8729099,122.7,7,7,0.4783,0.7232,10,October,310,6,0,1,United Kingdom,0.6548,0.3464,5.11,14.02,17.32,Aug-Sep,Low,Very High Risk,Small (<$200),True,Correct
13877,0,One-time Buyer,0.17084558,0,One-time Buyer,0.82915443,117.24,3,3,0.3962,0.7778,9,September,287,4,0,1,United Kingdom,0.6548,0.4749,1.18,12.54,6.09,Aug-Sep,Low,Very High Risk,Small (<$200),True,Correct
13878,0,One-time Buyer,0.116108544,0,One-time Buyer,0.88389146,1281.53,36,35,0.4907,0.7222,10,October,319,1,1,1,United Kingdom,0.6548,0.3464,4.66,96.45,79.92,Aug-Sep,Low,Very High Risk,Very Large (>$800),True,Correct
13880,1,Repeat Buyer,0.8418739,1,Repeat Buyer,0.15812612,97.8,6,6,0.7129,0.8229,12,December,6,3,0,1,United Kingdom,0.6548,0.8369,2.16,7.26,14.43,Dec-Jan,High,Low Risk,Small (<$200),True,Correct
13881,1,Repeat Buyer,0.9175109,1,Repeat Buyer,0.08248907,1025.34,13,13,0.7489,0.9167,2,February,62,3,0,1,United Kingdom,0.6548,0.7711,3.24,94.3,35.79,Feb-Mar,High,Low Risk,Very Large (>$800),True,Correct
13882,1,Repeat Buyer,0.24796584,0,One-time Buyer,0.7520342,192.76,12,12,0.5647,0.8105,10,October,309,5,0,1,United Kingdom,0.6548,0.3464,4.37,30.18,32.9,Aug-Sep,Low,Very High Risk,Small (<$200),False,False Negative
13883,1,Repeat Buyer,0.94687414,1,Repeat Buyer,0.05312586,980.41,46,46,0.7489,0.9444,3,March,120,5,0,1,United Kingdom,0.6548,0.7212,3.48,93.71,86.81,Feb-Mar,High,Low Risk,Very Large (>$800),True,Correct
13884,1,Repeat Buyer,0.62365437,1,Repeat Buyer,0.37634563,138.15,7,7,0.722,0.8065,3,March,90,3,0,1,United Kingdom,0.6548,0.7212,3.5,17.64,17.32,Feb-Mar,High,Medium Risk,Small (<$200),True,Correct
13885,1,Repeat Buyer,0.8899207,1,Repeat Buyer,0.11007929,399.15,23,23,0.7127,0.9286,5,May,173,2,0,0,United Kingdom,0.6548,0.6937,3.51,69.82,62.49,Apr-May,High,Low Risk,Medium ($200-$400),True,Correct
13886,0,One-time Buyer,0.17935365,0,One-time Buyer,0.82064635,243.56,16,16,0.5247,0.746,9,September,302,5,0,1,United Kingdom,0.6548,0.4749,3.8,40.67,44.94,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
13887,0,One-time Buyer,0.4721668,0,One-time Buyer,0.5278332,349.55,19,19,0.6551,0.8889,5,May,169,5,0,1,United Kingdom,0.6548,0.6937,3.85,62.76,53.01,Apr-May,Medium,High Risk,Medium ($200-$400),True,Correct
13888,1,Repeat Buyer,0.96764237,1,Repeat Buyer,0.032357633,239.52,20,19,0.7078,1.0,5,May,155,5,0,1,United Kingdom,0.6548,0.6937,4.4,39.91,55.8,Apr-May,High,Low Risk,Medium ($200-$400),True,Correct
13889,0,One-time Buyer,0.34905592,0,One-time Buyer,0.6509441,416.9,15,15,0.63,0.8105,9,September,281,5,0,1,United Kingdom,0.6548,0.4749,3.83,71.89,41.73,Aug-Sep,Medium,High Risk,Large ($400-$800),True,Correct
13890,1,Repeat Buyer,0.8542334,1,Repeat Buyer,0.14576662,190.35,11,11,0.7278,0.8983,12,December,15,5,0,1,United Kingdom,0.6548,0.8369,2.58,29.7,29.49,Dec-Jan,High,Low Risk,Small (<$200),True,Correct
13892,1,Repeat Buyer,0.31141496,0,One-time Buyer,0.68858504,54.52,3,3,0.6528,0.75,4,April,127,5,0,1,United Kingdom,0.6548,0.6667,0.39,2.63,6.09,Apr-May,Medium,High Risk,Small (<$200),False,False Negative
13893,0,One-time Buyer,0.5463673,1,Repeat Buyer,0.4536327,821.1,21,21,0.7273,0.8,2,February,76,3,0,1,United Kingdom,0.6548,0.7711,6.2,90.94,58.45,Feb-Mar,High,Medium Risk,Very Large (>$800),False,False Positive
13894,1,Repeat Buyer,0.3926046,0,One-time Buyer,0.6073954,160.85,10,10,0.6895,0.75,2,February,63,4,0,1,United Kingdom,0.6548,0.7711,2.0,23.15,26.47,Feb-Mar,High,High Risk,Small (<$200),False,False Negative
13895,1,Repeat Buyer,0.3962749,0,One-time Buyer,0.6037251,382.46,15,15,0.6777,0.7622,6,June,209,3,0,1,United Kingdom,0.6548,0.6405,2.87,67.58,41.73,Jun-Jul,Medium,High Risk,Medium ($200-$400),False,False Negative
13897,0,One-time Buyer,0.13300137,0,One-time Buyer,0.8669986,311.16,17,17,0.4613,0.7013,10,October,323,5,0,1,United Kingdom,0.6548,0.3464,1.95,54.25,48.28,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
13898,0,One-time Buyer,0.2668102,0,One-time Buyer,0.7331898,155.93,12,12,0.6578,0.7429,1,January,48,3,0,1,United Kingdom,0.6548,0.8153,2.61,21.77,32.9,Dec-Jan,Medium,High Risk,Small (<$200),True,Correct
13899,1,Repeat Buyer,0.3580067,0,One-time Buyer,0.6419933,298.5,15,15,0.6675,0.7315,3,March,99,5,0,1,United Kingdom,0.6548,0.7212,3.08,49.0,41.73,Feb-Mar,Medium,High Risk,Medium ($200-$400),False,False Negative
13900,1,Repeat Buyer,0.68955636,1,Repeat Buyer,0.31044364,357.58,16,16,0.726,0.8261,3,March,111,3,0,1,United Kingdom,0.6548,0.7212,3.45,64.21,44.94,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
13901,1,Repeat Buyer,0.85415715,1,Repeat Buyer,0.14584285,214.4,11,11,0.7619,0.9474,1,January,55,3,0,1,United Kingdom,0.6548,0.8153,11.2,34.96,29.49,Dec-Jan,Very High,Low Risk,Medium ($200-$400),True,Correct
13904,1,Repeat Buyer,0.36580765,0,One-time Buyer,0.63419235,201.12,17,17,0.699,0.8065,2,February,79,6,0,1,United Kingdom,0.6548,0.7711,1.13,31.93,48.28,Feb-Mar,High,High Risk,Medium ($200-$400),False,False Negative
13908,1,Repeat Buyer,0.8501305,1,Repeat Buyer,0.1498695,496.0,28,28,0.7243,0.8913,3,March,97,3,0,1,United Kingdom,0.6548,0.7212,4.11,78.63,70.39,Feb-Mar,High,Low Risk,Large ($400-$800),True,Correct
13911,1,Repeat Buyer,0.68074787,1,Repeat Buyer,0.31925213,335.53,25,25,0.7248,0.8053,2,February,65,6,0,1,United Kingdom,0.6548,0.7711,1.79,60.2,66.59,Feb-Mar,High,Medium Risk,Medium ($200-$400),True,Correct
13914,1,Repeat Buyer,0.3933532,0,One-time Buyer,0.6066468,321.07,16,16,0.6921,0.8214,11,November,337,5,0,1,United Kingdom,0.6548,0.2601,2.87,57.46,44.94,Aug-Sep,High,High Risk,Medium ($200-$400),False,False Negative
13917,1,Repeat Buyer,0.39487875,0,One-time Buyer,0.60512125,65.38,5,5,0.648,0.7106,6,June,182,4,0,1,United Kingdom,0.6548,0.6405,3.3,3.41,11.04,Jun-Jul,Medium,High Risk,Small (<$200),False,False Negative
13918,1,Repeat Buyer,0.5545414,1,Repeat Buyer,0.4454586,198.2,8,8,0.7127,0.8182,3,March,120,5,0,0,United Kingdom,0.6548,0.7212,2.48,31.4,20.38,Feb-Mar,High,Medium Risk,Small (<$200),True,Correct
13919,1,Repeat Buyer,0.45021757,0,One-time Buyer,0.5497824,213.15,16,16,0.6904,0.7794,8,August,252,4,0,1,Denmark,0.75,0.5444,2.68,34.59,44.94,Aug-Sep,High,High Risk,Medium ($200-$400),False,False Negative
13922,0,One-time Buyer,0.73392,1,Repeat Buyer,0.26608002,172.25,7,7,0.7515,0.8438,12,December,22,5,0,1,United Kingdom,0.6548,0.8369,4.99,26.15,17.32,Dec-Jan,Very High,Medium Risk,Small (<$200),False,False Positive
13923,0,One-time Buyer,0.44645646,0,One-time Buyer,0.55354357,351.13,20,20,0.6544,0.8261,10,October,320,2,0,1,United Kingdom,0.6548,0.3464,2.97,63.06,55.8,Aug-Sep,Medium,High Risk,Medium ($200-$400),True,Correct
13924,1,Repeat Buyer,0.23713648,0,One-time Buyer,0.7628635,679.03,39,39,0.6158,0.7917,9,September,301,4,0,1,United Kingdom,0.6548,0.4749,3.35,87.23,81.97,Aug-Sep,Medium,Very High Risk,Large ($400-$800),False,False Negative
13925,1,Repeat Buyer,0.21074139,0,One-time Buyer,0.7892586,380.12,25,25,0.5846,0.7759,7,July,239,5,0,1,United Kingdom,0.6548,0.6011,4.64,67.33,66.59,Jun-Jul,Low,Very High Risk,Medium ($200-$400),False,False Negative
13926,0,One-time Buyer,0.055313054,0,One-time Buyer,0.94468695,223.85,11,11,0.5739,0.7481,11,November,350,4,0,1,United Kingdom,0.6548,0.2601,6.53,36.91,29.49,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
13927,0,One-time Buyer,0.22543472,0,One-time Buyer,0.7745653,348.99,21,21,0.5967,0.7685,9,September,299,2,0,1,United Kingdom,0.6548,0.4749,2.7,62.65,58.45,Aug-Sep,Low,Very High Risk,Medium ($200-$400),True,Correct
13928,1,Repeat Buyer,0.34957767,0,One-time Buyer,0.65042233,104.2,5,5,0.6971,0.75,7,July,240,6,0,1,United Kingdom,0.6548,0.6011,7.47,8.62,11.04,Jun-Jul,High,High Risk,Small (<$200),False,False Negative
13929,1,Repeat Buyer,0.49589714,0,One-time Buyer,0.5041028,412.85,2,2,0.6786,0.695,1,January,47,2,0,1,United Kingdom,0.6548,0.8153,7.45,71.41,3.69,Dec-Jan,Medium,High Risk,Large ($400-$800),False,False Negative
13930,1,Repeat Buyer,0.36654142,0,One-time Buyer,0.6334586,210.0,10,10,0.6773,0.7622,7,July,237,3,0,1,United Kingdom,0.6548,0.6011,1.09,34.01,26.47,Jun-Jul,Medium,High Risk,Medium ($200-$400),False,False Negative
13931,1,Repeat Buyer,0.93900555,1,Repeat Buyer,0.060994446,378.21,20,20,0.7566,0.9,3,March,93,6,0,0,United Kingdom,0.6548,0.7212,2.19,67.1,55.8,Feb-Mar,Very High,Low Risk,Medium ($200-$400),True,Correct
13932,0,One-time Buyer,0.74002457,1,Repeat Buyer,0.25997543,307.4,16,16,0.7297,0.878,2,February,79,6,0,1,United Kingdom,0.6548,0.7711,6.1,52.52,44.94,Feb-Mar,High,Medium Risk,Medium ($200-$400),False,False Positive
13933,1,Repeat Buyer,0.37869877,0,One-time Buyer,0.62130123,300.99,14,14,0.6547,0.7759,7,July,225,5,0,1,United Kingdom,0.6548,0.6011,3.39,49.94,38.53,Jun-Jul,Medium,High Risk,Medium ($200-$400),False,False Negative
13934,0,One-time Buyer,0.24667878,0,One-time Buyer,0.75332123,922.1,31,31,0.6676,0.7835,3,March,110,2,0,0,United Kingdom,0.6548,0.7212,3.19,92.85,75.44,Feb-Mar,Medium,Very High Risk,Very Large (>$800),True,Correct
13936,0,One-time Buyer,0.24059802,0,One-time Buyer,0.759402,376.58,26,26,0.598,0.7761,6,June,194,2,0,0,United Kingdom,0.6548,0.6405,1.54,66.87,67.6,Jun-Jul,Low,Very High Risk,Medium ($200-$400),True,Correct
13937,0,One-time Buyer,0.34579775,0,One-time Buyer,0.6542022,158.85,9,9,0.6961,0.7971,6,June,204,5,0,1,United Kingdom,0.6548,0.6405,1.69,22.69,23.31,Jun-Jul,High,High Risk,Small (<$200),True,Correct
13938,0,One-time Buyer,0.098785326,0,One-time Buyer,0.90121466,71.66,7,7,0.506,0.7386,11,November,338,6,0,1,United Kingdom,0.6548,0.2601,1.01,3.92,17.32,Aug-Sep,Low,Very High Risk,Small (<$200),True,Correct
13939,1,Repeat Buyer,0.71752053,1,Repeat Buyer,0.28247947,184.5,12,12,0.7298,0.8537,2,February,62,3,0,1,United Kingdom,0.6548,0.7711,1.33,28.66,32.9,Feb-Mar,High,Medium Risk,Small (<$200),True,Correct
13940,1,Repeat Buyer,0.35646832,0,One-time Buyer,0.6435317,218.62,15,15,0.6465,0.7525,7,July,229,2,0,1,United Kingdom,0.6548,0.6011,3.94,35.95,41.73,Jun-Jul,Medium,High Risk,Medium ($200-$400),False,False Negative
13941,1,Repeat Buyer,0.9508097,1,Repeat Buyer,0.049190283,1095.12,11,11,0.7554,0.9167,12,December,1,5,0,1,United Kingdom,0.6548,0.8369,2.13,95.11,29.49,Dec-Jan,Very High,Low Risk,Very Large (>$800),True,Correct
