CustomerID,target,days_to_second_purchase,order_value,num_items,num_unique_products,total_quantity,avg_item_price,product_diversity_ratio,order_complexity_score,day_of_week,month,hour,is_weekend,is_business_hours,days_from_start,Country,country_repeat_rate,month_repeat_rate,basket_repeat_score,best_product_repeat_score,products_with_history_count,order_value_percentile,num_items_percentile
13085,1,137,278.1,13,13,172,3.13,1,0.6077,5,2,13,0,1,78,United Kingdom,0.6548,0.7711,0.7079,0.8571,13,45.77,35.79
13089,1,1,734.4,2,2,192,6.2,1,0.0054,1,12,10,1,1,4,United Kingdom,0.6548,0.8369,0.6921,0.7222,2,88.68,3.69
13090,1,7,160.6,4,4,76,1.9,1,0.0996,5,12,7,0,0,1,United Kingdom,0.6548,0.8369,0.76,0.8333,4,23.13,8.81
13091,0,,345.82,21,21,466,0.99,1,1.2752,6,11,15,0,1,345,United Kingdom,0.6548,0.2601,0.6053,0.7797,20,62.12,58.45
13092,1,82,185.45,7,7,31,6.81,1,0.2642,4,12,12,0,1,14,United Kingdom,0.6548,0.8369,0.6603,0.7692,7,28.89,17.32
13093,1,14,799.4,13,13,256,5.18,1,0.2114,4,12,15,0,1,0,United Kingdom,0.6548,0.8369,0.7198,0.7975,13,90.59,35.79
13094,1,29,223.68,3,3,192,1.2,1,0.0402,2,12,10,0,1,5,United Kingdom,0.6548,0.8369,0.6941,0.7561,3,36.85,6.09
13095,0,,74.4,6,6,144,0.69,1,0.4839,6,9,12,0,1,303,United Kingdom,0.6548,0.4749,0.5905,0.75,6,4.22,14.43
13097,1,22,304.9,11,11,90,4.58,1,0.3969,3,12,15,0,1,13,United Kingdom,0.6548,0.8369,0.7699,0.878,9,51.44,29.49
13098,1,12,648.8,12,12,211,6.52,1,0.2219,4,1,13,0,1,56,United Kingdom,0.6548,0.8153,0.7466,0.8243,12,86.05,32.9
13099,0,,207.36,1,1,288,0.72,1,0.0048,5,9,17,0,1,274,United Kingdom,0.6548,0.4749,0.8125,0.8125,1,33.48,0
13101,0,,101.19,8,8,113,2.97,1,0.6325,3,4,14,0,1,139,United Kingdom,0.6548,0.6667,0.6532,0.7949,8,7.86,20.38
13102,1,5,316.82,11,11,210,1.88,1,0.3819,5,12,13,0,1,8,United Kingdom,0.6548,0.8369,0.79,0.9231,11,56.17,29.49
13103,0,,243.94,8,8,82,3.97,1,0.2624,2,10,9,0,1,334,United Kingdom,0.6548,0.3464,0.6487,0.8053,8,40.79,20.38
13104,1,87,101.76,1,1,96,1.06,1,0.0098,2,12,11,0,1,19,United Kingdom,0.6548,0.8369,0.6389,0.6389,1,8.02,0
13106,0,,76.5,1,1,18,4.25,1,0.0131,6,7,15,0,1,240,United Kingdom,0.6548,0.6011,0.619,0.619,1,4.68,0
13107,1,157,566.84,21,21,468,1.6,1,0.778,2,1,12,0,1,40,United Kingdom,0.6548,0.8153,0.716,0.8367,21,82.64,58.45
13108,0,,350.06,10,10,298,1.75,1,0.2857,5,12,10,0,1,1,United Kingdom,0.6548,0.8369,0.6796,0.7347,10,62.85,26.47
13109,1,97,369.85,24,24,260,2.42,1,1.5574,3,7,14,0,1,216,United Kingdom,0.6548,0.6011,0.7038,0.8214,24,65.81,64.63
13110,1,27,271.55,20,20,70,4.77,1,1.473,3,2,15,0,1,62,United Kingdom,0.6548,0.7711,0.738,0.8298,20,44.92,55.8
13113,1,34,372.97,10,10,105,3.2,1,0.2681,4,12,13,0,1,7,United Kingdom,0.6548,0.8369,0.7324,0.7941,10,66.34,26.47
13115,1,125,878.55,55,55,621,2.52,1,3.4432,4,6,16,0,1,189,United Kingdom,0.6548,0.6405,0.7146,0.9167,54,92.21,91.1
13116,0,,501.14,30,30,291,4.52,1,1.7959,1,7,14,1,1,235,United Kingdom,0.6548,0.6011,0.6637,0.8182,30,79.11,73.92
13117,1,7,202.12,15,15,130,1.7,1,1.1132,5,12,13,0,1,1,United Kingdom,0.6548,0.8369,0.6636,0.7805,14,32.23,41.73
13118,1,35,190.93,14,14,97,2.77,1,1.0266,5,2,12,0,1,85,United Kingdom,0.6548,0.7711,0.6564,0.8333,13,29.88,38.53
13120,0,,30.6,1,1,12,2.55,1,0.0327,6,4,10,0,1,135,United Kingdom,0.6548,0.6667,0.7619,0.7619,1,1.06,0
13121,0,,283.73,50,50,252,1.69,1,8.8112,3,3,16,0,1,104,United Kingdom,0.6548,0.7212,0.6684,0.875,49,46.67,88.4
13122,1,146,903.67,54,54,537,2.68,1,3.2268,4,4,14,0,1,133,United Kingdom,0.6548,0.6667,0.7194,0.8983,53,92.6,90.5
13124,1,106,1256.32,61,61,930,2.42,1,2.9618,4,12,15,0,1,14,United Kingdom,0.6548,0.8369,0.7268,0.9231,60,96.22,92.99
13126,1,0,203.64,12,12,108,2.46,1,0.7071,4,12,11,0,1,7,United Kingdom,0.6548,0.8369,0.7045,0.8333,12,32.63,32.9
13127,0,,259.17,15,15,127,2.89,1,0.8682,6,9,10,0,1,296,United Kingdom,0.6548,0.4749,0.602,0.7706,15,43.23,41.73
13130,0,,64,2,2,32,2.25,1,0.0625,3,9,15,0,1,279,United Kingdom,0.6548,0.4749,0.6649,0.6731,2,3.32,3.69
13131,1,116,324.9,14,14,128,3.78,1,0.6033,1,6,10,1,1,186,United Kingdom,0.6548,0.6405,0.7025,0.8014,14,58.24,38.53
13132,0,,77.3,3,3,20,4.93,1,0.1164,4,3,12,0,1,112,United Kingdom,0.6548,0.7212,0.7858,0.8214,3,4.87,6.09
13133,1,30,52.35,3,3,11,4.72,1,0.1719,3,2,15,0,1,69,United Kingdom,0.6548,0.7711,0.7002,0.7436,3,2.51,6.09
13134,1,6,500.2,24,24,162,3.9,1,1.1515,4,4,12,0,1,133,United Kingdom,0.6548,0.6667,0.7181,0.8,24,79.04,64.63
13135,0,,3096,1,1,4300,0.72,1,0.0003,6,5,10,0,1,177,United Kingdom,0.6548,0.6937,0.7097,0.7097,1,99.4,0
13136,1,69,574.46,30,30,276,3.3,1,1.5667,4,5,12,0,1,161,United Kingdom,0.6548,0.6937,0.6724,0.8045,30,82.96,73.92
13137,1,55,217.93,48,39,141,1.71,0.8125,8.5899,6,2,11,0,1,65,United Kingdom,0.6548,0.7711,0.7161,0.875,48,35.79,87.66
13138,1,131,193.23,14,14,125,2.77,1,1.0143,5,12,15,0,1,1,United Kingdom,0.6548,0.8369,0.7247,0.925,14,30.3,38.53
13139,1,44,409.5,5,5,210,1.95,1,0.0611,6,3,11,0,1,114,United Kingdom,0.6548,0.7212,0.7939,0.9,5,70.95,11.04
13140,1,250,159.51,16,15,75,2.16,0.9375,1.5046,4,12,15,0,1,7,United Kingdom,0.6548,0.8369,0.6737,0.8571,13,22.87,44.94
13141,1,0,215.52,15,15,178,2.1,1,1.044,6,1,13,0,1,58,United Kingdom,0.6548,0.8153,0.7434,0.875,15,35.28,41.73
13142,0,,307.09,23,23,258,3,1,1.7226,1,11,16,1,1,354,United Kingdom,0.6548,0.2601,0.5449,0.7013,23,52.41,62.49
13144,0,,110.95,3,3,21,6.22,1,0.0811,3,1,11,0,1,41,United Kingdom,0.6548,0.8153,0.7075,0.7222,3,10.35,6.09
13145,1,245,295,1,1,1,295,1,0.0034,5,12,18,0,0,1,United Kingdom,0.6548,0.8369,0.7,0.7,1,48.17,0
13146,0,,228.91,17,16,154,2.03,0.9412,1.1882,1,11,15,1,1,347,United Kingdom,0.6548,0.2601,0.5282,0.7391,17,38.14,48.28
13147,1,56,118.8,1,1,24,4.95,1,0.0084,5,9,12,0,1,274,United Kingdom,0.6548,0.4749,0.7419,0.7419,1,13,0
13148,1,51,309.4,18,18,178,3,1,1.0472,6,12,13,0,1,9,United Kingdom,0.6548,0.8369,0.7629,1,17,53.52,50.7
13149,1,139,376.74,18,18,276,3.55,1,0.86,4,2,13,0,1,84,United Kingdom,0.6548,0.7711,0.7223,1,18,66.91,50.7
13151,0,,1257.87,74,73,363,5.69,0.9865,4.2946,5,2,12,0,1,78,United Kingdom,0.6548,0.7711,0.7094,0.9,72,96.24,95.78
13153,0,,486.22,15,15,418,1.28,1,0.4628,1,12,12,1,1,368,United Kingdom,0.6548,0.8369,0.5984,0.7667,14,77.84,41.73
13155,1,41,379.7,52,51,168,2.91,0.9808,6.9845,2,12,12,0,1,5,United Kingdom,0.6548,0.8369,0.7356,1,52,67.28,89.42
13157,1,57,197.82,11,11,190,1.36,1,0.6117,2,2,14,0,1,75,United Kingdom,0.6548,0.7711,0.7337,0.8913,11,31.29,29.49
13158,1,163,256.41,19,19,135,2.24,1,1.4079,3,1,9,0,1,55,United Kingdom,0.6548,0.8153,0.7138,0.814,19,42.82,53.01
13159,1,9,457.31,34,34,377,3.17,1,2.5278,3,8,11,0,1,258,United Kingdom,0.6548,0.5444,0.6764,0.8065,34,75.79,78.3
13160,0,,91.8,4,4,56,3.02,1,0.1743,5,11,13,0,1,351,United Kingdom,0.6548,0.2601,0.6473,0.8,4,6.43,8.81
13161,0,,112.75,8,8,29,4.86,1,0.5676,1,1,14,1,1,60,United Kingdom,0.6548,0.8153,0.6957,0.7619,8,11.07,20.38
13162,1,101,753.26,37,37,942,1.14,1,1.8174,1,1,10,1,1,39,United Kingdom,0.6548,0.8153,0.7229,0.9474,37,89.16,80.61
13165,1,305,354.64,13,13,496,0.81,1,0.4765,5,12,14,0,1,22,United Kingdom,0.6548,0.8369,0.7487,0.9286,13,63.66,35.79
13166,0,,417.2,41,39,216,2.39,0.9512,3.8327,3,3,15,0,1,90,United Kingdom,0.6548,0.7212,0.6846,0.8333,41,71.92,83.68
13167,1,12,242.91,13,13,367,2.74,1,0.6957,3,7,12,0,1,230,United Kingdom,0.6548,0.6011,0.696,0.8065,13,40.47,35.79
13168,1,26,632.18,76,71,365,3,0.9342,8.5355,3,1,13,0,1,55,United Kingdom,0.6548,0.8153,0.7245,0.875,74,85.54,96.13
13169,1,188,505.2,6,6,96,5.92,1,0.0713,6,4,14,0,1,121,United Kingdom,0.6548,0.6667,0.5893,0.7826,6,79.27,14.43
13170,0,,116.01,32,29,147,1.55,0.9063,7.9993,1,11,12,1,1,347,United Kingdom,0.6548,0.2601,0.6373,0.8,31,12.38,76.55
13171,1,250,140.35,23,23,53,4.22,1,3.7691,1,2,14,1,1,74,United Kingdom,0.6548,0.7711,0.7133,0.8077,23,18.24,62.49
13173,1,363,165.94,23,23,114,2.65,1,3.1879,3,12,14,0,1,6,United Kingdom,0.6548,0.8369,0.6928,0.8421,21,24.67,62.49
13174,1,52,1415.97,169,122,700,3.08,0.7219,14.561,1,12,16,1,1,4,United Kingdom,0.6548,0.8369,0.6919,1,163,96.96,99.82
13176,0,,492.84,72,66,453,2.78,0.9167,9.6421,2,10,15,0,1,327,United Kingdom,0.6548,0.3464,0.6457,0.8182,71,78.42,95.53
13177,0,,282.45,17,17,91,3.51,1,1.0232,5,10,9,0,1,309,United Kingdom,0.6548,0.3464,0.6804,0.7931,17,46.39,48.28
13178,1,65,710,32,32,388,1.93,1,1.4423,3,12,12,0,1,13,United Kingdom,0.6548,0.8369,0.7594,0.9474,32,87.96,76.55
13182,0,,121.18,11,11,201,0.69,1,0.9985,3,10,13,0,1,328,United Kingdom,0.6548,0.3464,0.6294,0.875,9,13.7,29.49
13183,1,73,625.04,20,20,400,1.43,1,0.64,1,1,10,1,1,39,United Kingdom,0.6548,0.8153,0.7764,0.8983,20,85.27,55.8
13184,1,37,212.52,20,20,134,2.9,1,1.8822,3,2,17,0,1,83,United Kingdom,0.6548,0.7711,0.6818,0.8214,19,34.45,55.8
13185,0,,71.4,1,1,12,5.95,1,0.014,5,3,11,0,1,106,United Kingdom,0.6548,0.7212,0.7386,0.7386,1,3.87,0
13186,1,35,988.34,51,51,360,3.93,1,2.6317,4,8,9,0,1,245,United Kingdom,0.6548,0.5444,0.7225,0.8261,51,93.87,89
13187,0,,236.02,37,37,95,3.77,1,5.8004,5,1,18,0,0,36,United Kingdom,0.6548,0.8153,0.7314,0.9375,37,39.29,80.61
13188,0,,114.6,2,2,25,9.57,1,0.0349,2,11,15,0,1,362,United Kingdom,0.6548,0.2601,0.5833,0.5833,1,11.9,3.69
13189,1,96,127,18,18,526,0.28,1,2.5512,3,8,13,0,1,258,United Kingdom,0.6548,0.5444,0.5726,0.75,15,15.01,50.7
13192,1,109,464.32,33,33,298,3,1,2.3454,4,5,14,0,1,168,United Kingdom,0.6548,0.6937,0.7206,0.8182,33,76.46,77.63
13193,0,,117.88,29,22,50,2.87,0.7586,5.4123,1,10,14,1,1,312,United Kingdom,0.6548,0.3464,0.6502,0.8333,29,12.75,71.94
13194,0,,60.7,3,3,26,2.65,1,0.1483,4,7,9,0,1,238,United Kingdom,0.6548,0.6011,0.7571,0.8333,3,3.04,6.09
13196,1,177,512.13,34,34,320,3.35,1,2.2572,3,3,14,0,1,111,United Kingdom,0.6548,0.7212,0.7245,1,34,79.73,78.3
13198,1,43,384.55,24,24,270,3.01,1,1.4979,2,12,9,0,1,12,United Kingdom,0.6548,0.8369,0.7183,0.8421,24,68.04,64.63
13199,1,8,468.68,4,4,452,2.79,1,0.0341,4,12,10,0,1,7,United Kingdom,0.6548,0.8369,0.6801,0.7037,4,76.64,8.81
13200,1,51,319.32,14,14,249,1.8,1,0.6138,6,8,14,0,1,247,United Kingdom,0.6548,0.5444,0.6514,0.7682,14,56.93,38.53
13203,1,121,165.71,10,10,145,1.96,1,0.6035,2,4,14,0,1,131,United Kingdom,0.6548,0.6667,0.654,0.8378,8,24.56,26.47
13207,1,135,197.52,5,5,72,3.13,1,0.1266,3,7,11,0,1,223,United Kingdom,0.6548,0.6011,0.5556,0.6588,5,31.13,11.04
13208,1,68,168.45,26,26,157,1.67,1,4.0131,5,2,19,0,0,64,United Kingdom,0.6548,0.7711,0.7232,1,26,25.41,67.6
13209,1,35,318.85,13,13,117,4.65,1,0.53,2,12,10,0,1,12,United Kingdom,0.6548,0.8369,0.7202,0.9231,12,56.86,35.79
13210,0,,353.48,22,22,316,1.51,1,1.3692,4,9,8,0,0,280,United Kingdom,0.6548,0.4749,0.6052,0.8053,22,63.43,60.69
13211,1,266,110.7,2,2,46,2,1,0.0361,2,12,16,0,1,12,United Kingdom,0.6548,0.8369,0.6741,0.6909,2,10.17,3.69
13212,1,0,216.22,46,46,78,3.68,1,9.7863,1,10,14,1,1,312,United Kingdom,0.6548,0.3464,0.6238,0.8696,46,35.42,86.81
13213,1,0,320.48,21,21,182,2.77,1,1.3761,3,5,12,0,1,174,United Kingdom,0.6548,0.6937,0.6978,1,21,57.27,58.45
13216,0,,333.74,5,5,297,1.45,1,0.0749,5,3,12,0,1,106,United Kingdom,0.6548,0.7212,0.728,0.8028,5,59.86,11.04
13217,1,24,85,1,1,100,0.85,1,0.0118,4,7,12,0,1,217,United Kingdom,0.6548,0.6011,0.4783,0.4783,1,5.53,0
13218,0,,62.64,5,5,88,0.93,1,0.3991,5,8,16,0,1,246,United Kingdom,0.6548,0.5444,0.7029,0.8125,5,3.16,11.04
13220,1,17,83.4,1,1,12,6.95,1,0.012,1,4,10,1,1,137,United Kingdom,0.6548,0.6667,0.675,0.675,1,5.42,0
13221,1,119,498.16,35,35,153,5.01,1,2.459,4,12,13,0,1,14,United Kingdom,0.6548,0.8369,0.7178,0.9231,24,78.81,79.13
13223,1,31,100.8,1,1,48,2.1,1,0.0099,5,4,15,0,1,141,United Kingdom,0.6548,0.6667,0.8333,0.8333,1,7.72,0
13224,1,91,1212.26,42,42,665,2.56,1,1.4551,2,7,14,0,1,222,United Kingdom,0.6548,0.6011,0.6819,0.8235,42,96.01,84.48
13225,1,23,1206.72,4,4,864,1.47,1,0.0133,2,12,9,0,1,12,United Kingdom,0.6548,0.8369,0.6555,0.6818,4,95.99,8.81
13226,0,,108.21,16,16,80,2.71,1,2.3658,6,3,14,0,1,100,United Kingdom,0.6548,0.7212,0.6953,0.791,15,9.29,44.94
13227,0,,257.7,9,9,99,2.6,1,0.3143,1,5,11,1,1,172,United Kingdom,0.6548,0.6937,0.6775,0.8028,9,42.96,23.31
13228,0,,358,2,2,200,1.79,1,0.0112,2,9,14,0,1,292,United Kingdom,0.6548,0.4749,0.7381,0.7508,2,64.31,3.69
13229,0,,160.95,10,10,63,4.06,1,0.6213,5,4,12,0,1,148,United Kingdom,0.6548,0.6667,0.675,0.7947,10,23.17,26.47
13230,1,44,93.45,13,13,33,3.02,1,1.8085,5,12,19,0,0,8,United Kingdom,0.6548,0.8369,0.72,0.8727,13,6.71,35.79
13232,1,34,117.43,14,14,196,1.81,1,1.6691,1,4,13,1,1,130,United Kingdom,0.6548,0.6667,0.6705,0.7761,14,12.59,38.53
13233,1,261,304.24,17,17,404,0.95,1,0.9499,6,1,14,0,1,37,United Kingdom,0.6548,0.8153,0.6776,0.9474,17,51.26,48.28
13235,0,,1031.07,58,53,441,2.71,0.9138,2.9814,4,5,17,0,1,161,United Kingdom,0.6548,0.6937,0.6507,0.7963,58,94.37,92.09
13236,1,82,439.23,21,21,168,5.36,1,1.004,5,8,8,0,0,267,United Kingdom,0.6548,0.5444,0.6523,0.7788,21,73.95,58.45
13238,1,196,91.15,5,5,33,5.71,1,0.2743,3,12,14,0,1,13,United Kingdom,0.6548,0.8369,0.75,0.84,5,6.32,11.04
13239,0,,329.56,21,21,327,1.59,1,1.3381,4,3,10,0,1,112,United Kingdom,0.6548,0.7212,0.6705,0.8028,21,59.1,58.45
13240,1,108,224.07,21,21,131,2.78,1,1.9681,5,12,12,0,1,8,United Kingdom,0.6548,0.8369,0.7842,1,19,37.03,58.45
13242,1,0,41.6,2,2,20,2.08,1,0.0962,3,5,12,0,1,160,United Kingdom,0.6548,0.6937,0.5895,0.6076,2,1.8,3.69
13243,0,,600.07,58,56,233,3.62,0.9655,5.4127,6,5,13,0,1,170,United Kingdom,0.6548,0.6937,0.6771,0.9091,58,84.16,92.09
13244,0,,121.74,27,27,38,3.75,1,5.9882,5,9,11,0,1,281,United Kingdom,0.6548,0.4749,0.6387,0.8636,27,13.77,69.29
13245,0,,430.5,16,16,125,6.23,1,0.5947,5,10,11,0,1,323,United Kingdom,0.6548,0.3464,0.5511,0.75,15,73.35,44.94
13246,1,4,336.07,36,35,294,1.38,0.9722,3.7492,5,1,13,0,1,43,United Kingdom,0.6548,0.8153,0.7367,0.9231,34,60.34,79.92
13247,1,31,305.07,14,14,203,2.15,1,0.6425,1,9,11,1,1,291,United Kingdom,0.6548,0.4749,0.6228,0.8023,14,51.53,38.53
13248,1,64,387.47,21,21,251,2.77,1,1.1382,6,6,13,0,1,184,United Kingdom,0.6548,0.6405,0.6782,0.8125,20,68.32,58.45
13249,1,168,291.84,2,2,240,1.25,1,0.0137,4,3,15,0,1,112,United Kingdom,0.6548,0.7212,0.6355,0.7326,2,47.75,3.69
13253,1,182,476.48,16,16,624,1.85,1,0.5373,3,1,15,0,1,34,United Kingdom,0.6548,0.8153,0.6227,0.8438,16,77.1,44.94
13255,1,364,225.7,6,6,110,4.55,1,0.1595,4,12,11,0,1,0,United Kingdom,0.6548,0.8369,0.6835,0.7123,6,37.42,14.43
13258,1,182,224.62,15,12,82,3.9,0.8,0.8014,4,5,13,0,1,168,United Kingdom,0.6548,0.6937,0.7264,0.8182,15,37.12,41.73
13259,0,,292.32,87,77,132,2.31,0.8851,22.9167,1,10,10,1,1,312,United Kingdom,0.6548,0.3464,0.6139,0.8936,83,47.82,97.65
13260,0,,557.62,8,8,142,4.97,1,0.1148,1,10,13,1,1,312,United Kingdom,0.6548,0.3464,0.6037,0.7222,8,82.29,20.38
13261,1,17,845.1,8,8,190,5.56,1,0.0757,1,2,10,1,1,88,United Kingdom,0.6548,0.7711,0.7148,0.7698,8,91.38,20.38
13262,0,,200.29,11,11,125,3.09,1,0.6041,2,3,15,0,1,110,United Kingdom,0.6548,0.7212,0.6988,0.7978,11,31.87,29.49
13263,1,46,141.66,39,39,106,2.21,1,10.737,3,1,16,0,1,48,United Kingdom,0.6548,0.8153,0.7491,1,39,18.4,81.97
13265,1,28,307.44,13,13,162,3.71,1,0.5497,6,3,9,0,1,100,United Kingdom,0.6548,0.7212,0.7131,0.8077,13,52.55,35.79
13266,1,9,302.22,19,19,401,1.09,1,1.1945,2,3,10,0,1,117,United Kingdom,0.6548,0.7212,0.751,0.8571,19,50.38,53.01
13267,1,6,328.45,15,15,145,3.57,1,0.685,4,12,9,0,1,7,United Kingdom,0.6548,0.8369,0.768,0.9012,15,58.93,41.73
13268,1,13,653.57,96,95,923,1.17,0.9896,13.9541,5,3,13,0,1,106,United Kingdom,0.6548,0.7212,0.7334,0.9487,96,86.21,98.32
13269,1,8,351.43,12,12,197,3.38,1,0.4098,1,12,11,1,1,4,United Kingdom,0.6548,0.8369,0.7191,0.9012,12,63.11,32.9
13270,0,,590,1,1,200,2.95,1,0.0017,4,12,14,0,1,7,United Kingdom,0.6548,0.8369,0.5556,0.5556,1,83.74,0
13271,0,,217.38,96,79,253,1.2,0.8229,34.8882,4,11,14,0,1,336,United Kingdom,0.6548,0.2601,0.5623,0.8333,90,35.65,98.32
13272,1,58,140.96,8,8,72,3.51,1,0.454,1,9,12,1,1,284,United Kingdom,0.6548,0.4749,0.5899,0.695,8,18.33,20.38
13273,0,,138.98,16,16,153,1.3,1,1.842,5,8,14,0,1,260,United Kingdom,0.6548,0.5444,0.612,0.875,15,17.87,44.94
13276,1,36,137.38,7,7,20,8.29,1,0.3567,5,9,10,0,1,274,United Kingdom,0.6548,0.4749,0.63,0.7222,7,17.36,17.32
13277,1,17,75.9,2,2,46,1.65,1,0.0527,6,7,10,0,1,240,United Kingdom,0.6548,0.6011,0.7831,0.8014,2,4.5,3.69
13278,0,,542.73,46,46,537,1.93,1,3.8988,1,10,11,1,1,333,United Kingdom,0.6548,0.3464,0.608,0.8014,46,81.42,86.81
13279,0,,137.75,9,9,73,2.6,1,0.588,5,9,17,0,1,295,United Kingdom,0.6548,0.4749,0.7126,0.7586,8,17.45,23.31
13280,1,20,307.35,37,32,109,3.54,0.8649,3.8523,5,1,17,0,1,36,United Kingdom,0.6548,0.8153,0.7509,0.9667,37,52.5,80.61
13282,1,58,344.7,14,14,84,4.82,1,0.5686,3,5,12,0,1,153,United Kingdom,0.6548,0.6937,0.7165,0.878,14,61.86,38.53
13283,1,125,25.5,2,2,30,0.85,1,0.1569,3,6,12,0,1,188,United Kingdom,0.6548,0.6405,0.7546,0.7706,2,0.83,3.69
13284,0,,201.19,13,13,91,4.4,1,0.84,5,1,9,0,1,43,United Kingdom,0.6548,0.8153,0.6796,0.792,13,31.98,35.79
13285,1,63,666.89,52,52,594,2.56,1,4.0546,3,2,17,0,1,83,United Kingdom,0.6548,0.7711,0.7461,0.9,52,86.72,89.42
13291,0,,361.11,42,41,233,2.66,0.9762,4.7686,5,7,10,0,1,218,United Kingdom,0.6548,0.6011,0.6861,0.8182,42,64.79,84.48
13292,1,245,249.57,14,14,133,4.68,1,0.7854,2,2,15,0,1,89,United Kingdom,0.6548,0.7711,0.7184,0.8571,14,41.66,38.53
13294,1,59,483.65,32,32,317,3.36,1,2.1172,2,4,12,0,1,124,United Kingdom,0.6548,0.6667,0.6988,0.8333,32,77.59,76.55
13295,0,,201.2,10,10,82,3.49,1,0.497,4,12,11,0,1,14,United Kingdom,0.6548,0.8369,0.6601,0.8333,10,32.03,26.47
13296,0,,87.4,5,5,78,2.41,1,0.286,2,7,13,0,1,236,United Kingdom,0.6548,0.6011,0.6308,0.7365,5,5.72,11.04
13297,1,43,1315.38,38,38,618,3.08,1,1.0978,2,10,15,0,1,306,United Kingdom,0.6548,0.3464,0.6266,0.8889,38,96.68,81.19
13298,0,,360,2,2,96,3.75,1,0.0111,5,12,13,0,1,372,United Kingdom,0.6548,0.8369,0.7152,0.7217,2,64.65,3.69
13299,0,,142.5,5,5,30,4.75,1,0.1754,4,3,12,0,1,105,United Kingdom,0.6548,0.7212,0.6836,0.7143,5,18.75,11.04
13300,0,,371.89,20,20,203,2.39,1,1.0756,5,6,13,0,1,204,United Kingdom,0.6548,0.6405,0.6905,0.8098,20,66.2,55.8
13301,1,69,173.91,20,20,95,2.6,1,2.3,1,2,13,1,1,81,United Kingdom,0.6548,0.7711,0.7637,0.9444,20,26.52,55.8
13302,0,,63.75,1,1,5,12.75,1,0.0157,5,7,17,0,1,218,United Kingdom,0.6548,0.6011,0.6111,0.6111,1,3.3,0
13304,0,,300.42,21,21,238,3.16,1,1.4679,5,12,14,0,1,22,United Kingdom,0.6548,0.8369,0.6758,0.7805,21,49.57,58.45
13305,1,76,136.2,5,5,132,1.09,1,0.1836,5,12,12,0,1,1,United Kingdom,0.6548,0.8369,0.748,0.8913,5,17.11,11.04
13307,0,,15,1,1,4,3.75,1,0.0667,5,8,17,0,1,253,United Kingdom,0.6548,0.5444,0.5417,0.5417,1,0.37,0
13308,1,151,814.95,26,26,519,3.35,1,0.8295,6,5,13,0,1,170,United Kingdom,0.6548,0.6937,0.6633,0.8557,26,90.89,67.6
13309,1,102,390.71,34,34,467,1.16,1,2.9587,6,2,12,0,1,65,United Kingdom,0.6548,0.7711,0.7451,1,34,68.78,78.3
13310,1,117,410.18,27,27,234,3.4,1,1.7773,4,1,14,0,1,49,United Kingdom,0.6548,0.8153,0.7203,0.9091,27,71.06,69.29
13311,1,145,490.11,24,24,271,4.2,1,1.1752,3,7,14,0,1,223,United Kingdom,0.6548,0.6011,0.6909,0.8333,24,78.19,64.63
13313,1,124,307.3,17,17,171,2.24,1,0.9404,3,1,10,0,1,34,United Kingdom,0.6548,0.8153,0.76,0.875,17,52.48,48.28
13314,1,10,499.62,40,40,356,2.95,1,3.2024,3,9,10,0,1,300,United Kingdom,0.6548,0.4749,0.6388,0.8205,40,78.95,82.73
13316,1,122,1622.48,11,11,2048,3,1,0.0746,4,3,13,0,1,119,United Kingdom,0.6548,0.7212,0.7146,0.8557,11,97.69,29.49
13317,1,0,205.8,12,12,78,4.72,1,0.6997,5,12,9,0,1,15,United Kingdom,0.6548,0.8369,0.7683,0.8936,12,33.23,32.9
13318,1,31,302.96,13,13,176,2.84,1,0.5578,4,11,13,0,1,336,United Kingdom,0.6548,0.2601,0.6279,1,13,50.7,35.79
13319,1,0,670.48,27,27,260,3.74,1,1.0873,5,12,10,0,1,8,United Kingdom,0.6548,0.8369,0.7496,0.9012,27,86.83,69.29
13320,1,0,319.81,24,24,320,1.38,1,1.8011,3,5,10,0,1,160,United Kingdom,0.6548,0.6937,0.7255,0.8158,24,57.02,64.63
13321,1,14,259.04,9,9,140,2.32,1,0.3127,4,9,15,0,1,287,United Kingdom,0.6548,0.4749,0.6036,0.7619,9,43.19,23.31
13322,0,,199.48,25,25,117,2.77,1,3.1331,3,11,14,0,1,356,United Kingdom,0.6548,0.2601,0.666,0.84,25,31.68,66.59
13323,1,52,120.3,5,5,26,4.53,1,0.2078,6,9,13,0,1,289,United Kingdom,0.6548,0.4749,0.6728,0.8229,5,13.53,11.04
13324,1,48,650.1,5,5,210,4.39,1,0.0385,3,12,9,0,1,13,United Kingdom,0.6548,0.8369,0.7731,0.8333,5,86.12,11.04
13325,0,,675.3,12,12,240,3.03,1,0.2132,2,9,10,0,1,292,United Kingdom,0.6548,0.4749,0.572,0.806,11,87.04,32.9
13327,1,0,685,18,18,240,3.14,1,0.473,5,12,15,0,1,8,United Kingdom,0.6548,0.8369,0.7338,0.9333,18,87.46,50.7
13328,0,,1308.48,17,17,680,1.88,1,0.2209,5,1,15,0,1,57,United Kingdom,0.6548,0.8153,0.7506,0.8936,17,96.63,48.28
13329,1,335,304.2,7,7,175,2.62,1,0.1611,4,12,10,0,1,7,United Kingdom,0.6548,0.8369,0.6698,0.7947,7,51.21,17.32
